step,train_loss,bits_used,lr,elapsed_s
10,10.180378,1,5.4e-06,7.88
20,9.802782,1,1.14e-05,7.76
30,9.351606,1,1.74e-05,7.47
40,8.965238,1,2.34e-05,7.05
50,8.809858,1,2.94e-05,7.2
60,8.610576,1,3.54e-05,7.36
70,8.455223,1,4.14e-05,7.45
80,8.367435,1,4.74e-05,7.94
90,8.29038,2,5.34e-05,7.39
100,8.202953,1,5.94e-05,7.6
110,8.033289,1,6.54e-05,7.68
120,7.957777,1,7.14e-05,7.45
130,7.847543,2,7.74e-05,7.63
140,7.719451,1,8.34e-05,7.39
150,7.74769,2,8.94e-05,7.51
160,7.670958,1,9.54e-05,7.45
170,7.60834,1,0.0001014,7.36
180,7.515885,1,0.0001074,7.0
190,7.610051,1,0.0001134,7.13
200,7.559362,1,0.0001194,7.12
210,7.601585,2,0.0001254,7.04
220,7.611422,1,0.0001314,7.21
230,7.594244,1,0.0001374,7.21
240,7.579971,2,0.0001434,7.04
250,7.568325,2,0.0001494,7.08
260,7.563149,1,0.0001554,7.13
270,7.613041,2,0.0001614,7.02
280,7.564606,1,0.0001674,7.35
290,7.590849,1,0.0001734,6.99
300,7.590026,1,0.0001794,7.14
310,7.584532,1,0.0001854,7.24
320,7.64681,1,0.0001914,7.58
330,7.682278,2,0.0001974,7.38
340,7.583845,1,0.0002034,7.35
350,7.642937,1,0.0002094,7.49
360,7.522624,2,0.0002154,7.45
370,7.592856,1,0.0002214,7.34
380,7.615987,2,0.0002274,7.37
390,7.541688,1,0.0002334,7.51
400,7.636966,1,0.0002394,7.41
410,7.619516,1,0.0002454,7.78
420,7.566426,1,0.0002514,7.7
430,7.552275,1,0.0002574,8.61
440,7.614433,1,0.0002634,7.77
450,7.639215,1,0.0002694,8.38
460,7.623397,1,0.0002754,8.06
470,7.564354,1,0.0002814,7.79
480,7.613572,2,0.0002874,8.36
490,7.550043,1,0.0002934,8.72
500,7.599335,1,0.0002994,7.74
510,7.603743,2,0.0003,39.81
520,7.623283,1,0.0003,8.22
530,7.562138,1,0.00029999,9.17
540,7.623147,1,0.00029999,8.18
550,7.655542,2,0.00029998,8.41
560,7.567338,2,0.00029997,7.74
570,7.590887,1,0.00029996,8.89
580,7.621793,1,0.00029995,8.19
590,7.607573,2,0.00029994,7.82
600,7.607332,1,0.00029992,8.23
610,7.58961,1,0.0002999,9.1
620,7.595606,2,0.00029988,7.65
630,7.602892,2,0.00029986,7.93
640,7.578474,1,0.00029984,8.32
650,7.552397,2,0.00029982,8.87
660,7.59915,2,0.00029979,8.72
670,7.557062,2,0.00029977,9.27
680,7.588442,1,0.00029974,8.0
690,7.52174,1,0.00029971,7.74
700,7.562604,1,0.00029968,8.37
710,7.610935,1,0.00029964,8.05
720,7.567577,1,0.00029961,8.02
730,7.563861,1,0.00029957,7.68
740,7.645054,1,0.00029953,7.63
750,7.624144,1,0.00029949,7.61
760,7.588432,2,0.00029945,7.49
770,7.568781,2,0.00029941,7.4
780,7.585434,1,0.00029936,7.23
790,7.59375,1,0.00029932,7.34
800,7.641828,2,0.00029927,7.3
810,7.558911,1,0.00029922,7.15
820,7.562368,1,0.00029917,7.19
830,7.589743,1,0.00029911,7.14
840,7.571481,2,0.00029906,6.92
850,7.631999,1,0.000299,6.86
860,7.560332,1,0.00029894,6.82
870,7.615628,2,0.00029888,6.69
880,7.587784,1,0.00029882,6.68
890,7.571564,2,0.00029876,6.64
900,7.582529,2,0.0002987,6.58
910,7.550311,1,0.00029863,6.48
920,7.594108,1,0.00029856,6.48
930,7.548001,2,0.00029849,6.05
940,7.55648,2,0.00029842,6.03
950,7.484254,1,0.00029835,5.93
960,7.572596,1,0.00029828,5.97
970,7.544297,2,0.0002982,6.46
980,7.610804,1,0.00029812,6.43
990,7.610467,2,0.00029804,6.37
1000,7.485379,2,0.00029796,6.34
1010,7.539947,1,0.00029788,28.86
1020,7.517495,2,0.0002978,6.71
1030,7.610224,2,0.00029771,6.58
1040,7.528945,1,0.00029762,6.7
1050,7.548299,1,0.00029753,6.89
1060,7.592424,1,0.00029744,6.86
1070,7.550646,1,0.00029735,6.8
1080,7.518224,1,0.00029726,6.85
1090,7.557696,1,0.00029716,6.9
1100,7.511206,1,0.00029707,6.79
1110,7.530244,1,0.00029697,6.88
1120,7.559163,1,0.00029687,7.05
1130,7.589321,1,0.00029677,6.87
1140,7.552958,1,0.00029666,6.92
1150,7.5734,1,0.00029656,6.92
1160,7.56406,2,0.00029645,7.22
1170,7.610037,1,0.00029634,6.84
1180,7.523588,1,0.00029623,6.89
1190,7.562312,1,0.00029612,7.03
1200,7.543391,1,0.00029601,7.1
1210,7.540354,2,0.0002959,7.38
1220,7.56167,2,0.00029578,7.28
1230,7.581802,1,0.00029566,7.12
1240,7.554134,1,0.00029554,7.51
1250,7.5791,1,0.00029542,7.05
1260,7.545267,1,0.0002953,7.39
1270,7.590396,1,0.00029518,7.42
1280,7.459096,1,0.00029505,7.36
1290,7.521668,1,0.00029492,7.08
1300,7.496856,2,0.00029479,7.43
1310,7.579005,2,0.00029466,7.75
1320,7.569546,1,0.00029453,7.87
1330,7.605353,2,0.0002944,7.15
1340,7.567065,1,0.00029426,7.22
1350,7.570703,2,0.00029413,7.28
1360,7.473458,1,0.00029399,7.22
1370,7.526967,1,0.00029385,7.19
1380,7.484729,2,0.00029371,7.25
1390,7.520712,1,0.00029356,7.2
1400,7.584174,2,0.00029342,7.04
1410,7.475307,2,0.00029327,7.27
1420,7.519488,1,0.00029313,7.05
1430,7.525541,1,0.00029298,6.75
1440,7.53975,1,0.00029283,6.76
1450,7.537497,1,0.00029267,6.75
1460,7.553528,1,0.00029252,7.01
1470,7.516047,2,0.00029236,7.48
1480,7.590824,1,0.00029221,7.32
1490,7.494423,1,0.00029205,7.67
1500,7.495097,1,0.00029189,7.29
1510,7.611328,1,0.00029173,36.68
1520,7.438583,1,0.00029156,8.19
1530,7.5151,1,0.0002914,7.95
1540,7.477779,1,0.00029123,7.66
1550,7.576636,1,0.00029106,7.68
1560,7.537532,1,0.0002909,7.76
1570,7.632745,1,0.00029072,7.86
1580,7.479755,1,0.00029055,7.71
1590,7.511583,1,0.00029038,8.05
1600,7.515637,2,0.0002902,7.83
1610,7.578096,2,0.00029003,8.02
1620,7.578678,1,0.00028985,8.61
1630,7.578157,2,0.00028967,8.48
1640,7.545506,1,0.00028948,8.03
1650,7.5255,2,0.0002893,8.12
1660,7.626315,2,0.00028912,8.23
1670,7.56381,1,0.00028893,8.63
1680,7.500499,2,0.00028874,7.94
1690,7.53537,1,0.00028855,7.91
1700,7.507829,1,0.00028836,7.88
1710,7.499657,1,0.00028817,7.69
1720,7.505284,1,0.00028798,7.9
1730,7.534935,1,0.00028778,7.96
1740,7.530016,1,0.00028758,8.26
1750,7.466443,1,0.00028739,8.09
1760,7.567645,1,0.00028719,7.85
1770,7.533554,1,0.00028698,8.15
1780,7.561655,2,0.00028678,7.85
1790,7.572233,1,0.00028658,7.98
1800,7.52124,1,0.00028637,8.07
1810,7.499995,1,0.00028616,7.85
1820,7.533395,1,0.00028596,8.41
1830,7.529059,1,0.00028575,7.87
1840,7.606151,1,0.00028553,8.05
1850,7.479683,1,0.00028532,7.92
1860,7.522976,2,0.00028511,8.02
1870,7.564685,2,0.00028489,7.67
1880,7.606645,1,0.00028467,7.98
1890,7.516887,2,0.00028445,7.85
1900,7.565485,1,0.00028423,7.74
1910,7.531467,1,0.00028401,7.84
1920,7.474929,1,0.00028379,7.82
1930,7.515208,1,0.00028356,6.97
1940,7.542009,1,0.00028333,8.52
1950,7.534941,1,0.00028311,7.61
1960,7.464957,1,0.00028288,7.44
1970,7.498148,1,0.00028265,8.13
1980,7.489568,2,0.00028241,7.81
1990,7.500577,1,0.00028218,8.03
2000,7.520272,1,0.00028194,7.57
2010,7.516823,1,0.00028171,35.08
2020,7.516634,1,0.00028147,8.2
2030,7.514716,1,0.00028123,7.67
2040,7.498804,2,0.00028099,7.57
2050,7.513783,1,0.00028075,8.19
2060,7.535623,1,0.0002805,8.26
2070,7.529308,1,0.00028026,7.8
2080,7.549091,2,0.00028001,7.63
2090,7.477418,1,0.00027976,7.67
2100,7.52446,2,0.00027951,7.49
2110,7.516068,2,0.00027926,7.93
2120,7.497076,2,0.00027901,8.02
2130,7.494582,1,0.00027876,7.91
2140,7.490987,1,0.0002785,7.63
2150,7.534188,1,0.00027824,7.78
2160,7.499098,1,0.00027799,8.03
2170,7.518734,1,0.00027773,7.83
2180,7.54523,2,0.00027747,7.89
2190,7.45969,1,0.0002772,7.53
2200,7.525252,1,0.00027694,7.41
2210,7.50404,1,0.00027668,7.42
2220,7.467189,2,0.00027641,7.7
2230,7.487615,1,0.00027614,8.09
2240,7.509694,2,0.00027587,8.17
2250,7.518808,2,0.0002756,7.88
2260,7.460883,1,0.00027533,7.59
2270,7.46237,1,0.00027506,7.77
2280,7.514338,1,0.00027478,7.66
2290,7.514306,1,0.00027451,7.86
2300,7.514688,1,0.00027423,7.91
2310,7.446963,1,0.00027395,7.94
2320,7.513398,2,0.00027367,7.86
2330,7.520898,1,0.00027339,7.7
2340,7.459737,1,0.00027311,7.43
2350,7.539524,1,0.00027282,7.54
2360,7.503733,2,0.00027254,7.45
2370,7.489792,1,0.00027225,7.27
2380,7.500266,1,0.00027196,7.42
2390,7.4987,1,0.00027167,7.23
2400,7.519499,1,0.00027138,7.22
2410,7.519756,2,0.00027109,7.14
2420,7.52074,1,0.0002708,7.02
2430,7.531745,2,0.0002705,6.65
2440,7.455479,1,0.00027021,6.6
2450,7.473713,1,0.00026991,6.58
2460,7.46532,1,0.00026961,6.76
2470,7.492961,2,0.00026931,7.12
2480,7.50131,1,0.00026901,7.18
2490,7.473325,1,0.00026871,7.18
2500,7.498252,1,0.0002684,7.25
2510,7.579904,2,0.0002681,32.09
2520,7.503412,1,0.00026779,7.37
2530,7.528699,1,0.00026748,7.28
2540,7.526374,2,0.00026717,7.31
2550,7.534646,1,0.00026686,7.49
2560,7.530898,1,0.00026655,7.38
2570,7.530331,1,0.00026624,7.48
2580,7.529956,1,0.00026592,7.1
2590,7.537083,1,0.00026561,7.24
2600,7.525215,2,0.00026529,7.33
2610,7.538099,2,0.00026497,7.24
2620,7.497085,2,0.00026465,7.3
2630,7.543792,1,0.00026433,7.38
2640,7.550551,2,0.00026401,7.22
2650,7.49826,1,0.00026369,7.38
2660,7.546242,1,0.00026337,7.34
2670,7.556918,2,0.00026304,7.32
2680,7.488512,1,0.00026271,7.31
2690,7.545815,1,0.00026239,7.8
2700,7.527719,2,0.00026206,7.34
2710,7.504435,1,0.00026173,7.99
2720,7.529822,2,0.00026139,7.45
2730,7.503867,1,0.00026106,7.48
2740,7.435242,1,0.00026073,7.36
2750,7.472095,1,0.00026039,7.27
2760,7.563225,2,0.00026006,7.31
2770,7.442664,1,0.00025972,7.24
2780,7.494583,1,0.00025938,7.25
2790,7.458011,2,0.00025904,7.54
2800,7.492543,1,0.0002587,7.32
2810,7.459039,1,0.00025836,7.42
