step,train_loss,bits_used,lr,elapsed_s
10,10.095299,2,5.4e-06,12.27
20,9.756789,2,1.14e-05,12.15
30,9.256982,2,1.74e-05,11.85
40,8.930212,2,2.34e-05,12.12
50,8.772898,2,2.94e-05,11.81
60,8.627987,2,3.54e-05,12.05
70,8.444209,2,4.14e-05,12.11
80,8.364548,2,4.74e-05,11.78
90,8.279228,1,5.34e-05,11.73
100,8.190915,2,5.94e-05,12.06
110,8.025643,2,6.54e-05,11.75
120,7.946548,2,7.14e-05,11.61
130,7.841128,1,7.74e-05,11.76
140,7.714429,2,8.34e-05,11.54
150,7.744971,1,8.94e-05,11.84
160,7.669563,2,9.54e-05,11.99
170,7.610789,2,0.0001014,12.07
180,7.510875,2,0.0001074,11.81
190,7.610822,2,0.0001134,11.99
200,7.561511,2,0.0001194,13.03
210,7.601265,1,0.0001254,11.54
220,7.609741,2,0.0001314,11.83
230,7.598903,2,0.0001374,11.85
240,7.578238,1,0.0001434,11.93
250,7.57342,1,0.0001494,11.59
260,7.564369,2,0.0001554,11.78
270,7.610179,1,0.0001614,11.76
280,7.562693,2,0.0001674,11.71
290,7.587823,2,0.0001734,11.63
300,7.580656,2,0.0001794,11.7
310,7.584238,2,0.0001854,11.67
320,7.646891,2,0.0001914,11.6
330,7.682559,1,0.0001974,11.76
340,7.578427,2,0.0002034,11.54
350,7.635161,2,0.0002094,12.35
360,7.519995,1,0.0002154,11.7
370,7.597299,2,0.0002214,12.01
380,7.61713,1,0.0002274,11.54
390,7.540578,2,0.0002334,11.83
400,7.638719,2,0.0002394,11.88
410,7.618544,2,0.0002454,12.04
420,7.563062,2,0.0002514,12.0
430,7.551534,2,0.0002574,10.88
440,7.613373,2,0.0002634,10.64
450,7.640628,2,0.0002694,10.71
460,7.627022,2,0.0002754,10.68
470,7.568552,2,0.0002814,11.65
480,7.613936,1,0.0002874,11.87
490,7.551689,2,0.0002934,11.77
500,7.597225,2,0.0002994,11.68
510,7.608758,1,0.0003,53.75
520,7.623461,2,0.0003,11.72
530,7.562821,2,0.00029999,12.15
540,7.620616,2,0.00029999,11.71
550,7.650077,1,0.00029998,11.75
