timestamp_utc,campaign_status,memory_free_percent,swap_used_mb
2026-07-19T11:42:06.075674+00:00,running,28,595.19
2026-07-19T11:43:06.104218+00:00,running,27,587.19
2026-07-19T11:44:06.127058+00:00,running,26,587.19
2026-07-19T11:45:06.147716+00:00,running,27,587.19
2026-07-19T11:46:06.177011+00:00,running,27,587.19
2026-07-19T11:47:06.207202+00:00,running,27,587.19
2026-07-19T11:48:06.237815+00:00,running,27,587.19
2026-07-19T11:49:06.266739+00:00,running,27,587.19
2026-07-19T11:50:06.289814+00:00,running,27,587.19
2026-07-19T11:51:06.326849+00:00,running,27,587.19
2026-07-19T11:52:06.356676+00:00,running,27,587.19
2026-07-19T11:53:06.387491+00:00,running,38,587.19
2026-07-19T11:54:06.418903+00:00,running,27,587.19
2026-07-19T11:55:06.449207+00:00,running,27,587.19
2026-07-19T11:56:06.476639+00:00,running,27,587.19
2026-07-19T11:57:06.514973+00:00,running,27,587.19
2026-07-19T11:58:06.543548+00:00,running,33,587.19
2026-07-19T11:59:06.577729+00:00,running,33,587.19
2026-07-19T12:00:06.598065+00:00,running,33,587.19
2026-07-19T12:01:06.623152+00:00,running,33,587.19
2026-07-19T12:02:06.653753+00:00,running,33,587.19
2026-07-19T12:03:06.677346+00:00,running,33,587.19
2026-07-19T12:04:06.706486+00:00,running,33,587.19
2026-07-19T12:05:06.739925+00:00,running,33,587.19
2026-07-19T12:06:06.770597+00:00,running,33,587.19
2026-07-19T12:07:06.796024+00:00,running,33,587.19
2026-07-19T12:08:06.817440+00:00,running,33,587.19
2026-07-19T12:09:06.845850+00:00,running,33,587.19
2026-07-19T12:10:06.882117+00:00,running,41,587.19
2026-07-19T12:11:06.909772+00:00,running,32,587.19
2026-07-19T12:12:06.932263+00:00,running,32,587.19
2026-07-19T12:13:06.966305+00:00,running,32,587.19
2026-07-19T12:14:06.998908+00:00,running,40,587.19
2026-07-19T12:15:07.018688+00:00,running,32,587.19
2026-07-19T12:16:07.050728+00:00,running,32,587.19
2026-07-19T12:17:07.086616+00:00,running,32,587.19
2026-07-19T12:18:07.120395+00:00,running,32,587.19
2026-07-19T12:19:07.148395+00:00,running,32,587.19
2026-07-19T12:20:07.177056+00:00,running,32,587.19
2026-07-19T12:21:07.200135+00:00,running,32,587.19
2026-07-19T12:22:07.226039+00:00,running,32,587.19
2026-07-19T12:23:07.256877+00:00,running,32,587.19
2026-07-19T12:24:07.285372+00:00,running,32,587.19
2026-07-19T12:25:07.311224+00:00,running,33,587.19
2026-07-19T12:26:07.345008+00:00,running,33,587.19
2026-07-19T12:27:07.377959+00:00,running,33,587.19
2026-07-19T12:28:07.398271+00:00,running,33,587.19
2026-07-19T12:29:07.427198+00:00,running,33,587.19
2026-07-19T12:30:07.457845+00:00,running,33,587.19
2026-07-19T12:31:07.491524+00:00,running,33,587.19
2026-07-19T12:32:07.525933+00:00,running,33,587.19
2026-07-19T12:33:07.558249+00:00,running,33,587.19
2026-07-19T12:34:07.591280+00:00,running,33,587.19
2026-07-19T12:35:07.614245+00:00,running,33,587.19
2026-07-19T12:36:07.640440+00:00,running,33,587.19
2026-07-19T12:37:07.676762+00:00,running,33,587.19
2026-07-19T12:38:07.699893+00:00,running,33,587.19
2026-07-19T12:39:07.726836+00:00,running,33,587.19
2026-07-19T12:40:07.759885+00:00,running,33,587.19
2026-07-19T12:41:07.781877+00:00,running,33,587.19
2026-07-19T12:42:07.812710+00:00,running,33,587.19
2026-07-19T12:43:07.843485+00:00,running,33,587.19
2026-07-19T12:44:07.867956+00:00,running,34,587.19
2026-07-19T12:45:07.897056+00:00,running,34,587.19
2026-07-19T12:46:07.925792+00:00,running,34,587.19
2026-07-19T12:47:07.949828+00:00,running,42,587.19
2026-07-19T12:48:07.976881+00:00,running,34,587.19
