step,train_loss,bits_used,lr,elapsed_s
10,10.149999,1,9e-06,5.97
20,9.618226,1,1.9e-05,6.05
30,9.133381,1,2.9e-05,5.99
40,8.781056,1,3.9e-05,6.05
50,8.640345,1,4.9e-05,5.98
60,8.431958,1,5.9e-05,6.03
70,8.232104,1,6.9e-05,5.96
80,8.107667,1,7.9e-05,6.02
90,8.013584,2,8.9e-05,6.01
100,7.926948,1,9.9e-05,5.99
110,7.771641,1,0.000109,6.09
120,7.722532,1,0.000119,6.03
130,7.66864,2,0.000129,6.12
140,7.573902,1,0.000139,6.41
150,7.651416,2,0.000149,6.53
160,7.615109,1,0.000159,6.3
170,7.580504,1,0.000169,6.2
180,7.500661,1,0.000179,6.24
190,7.622875,1,0.000189,6.31
200,7.577453,1,0.000199,6.42
210,7.625343,2,0.000209,6.18
220,7.639211,1,0.000219,6.18
230,7.622385,1,0.000229,6.13
240,7.609673,2,0.000239,6.13
250,7.595058,2,0.000249,6.14
260,7.588307,1,0.000259,6.02
270,7.645822,2,0.000269,5.97
280,7.587786,1,0.000279,6.04
290,7.612969,1,0.000289,6.06
300,7.6169,1,0.000299,6.05
310,7.607186,1,0.00029999,6.03
320,7.663983,1,0.00029996,6.07
330,7.702995,2,0.00029991,6.04
340,7.602792,1,0.00029985,6.02
350,7.660726,1,0.00029976,6.0
360,7.538257,2,0.00029965,5.96
370,7.60197,1,0.00029952,5.94
380,7.626046,2,0.00029937,5.97
390,7.549548,1,0.0002992,6.13
400,7.643039,1,0.00029901,6.47
410,7.621396,1,0.0002988,5.9
420,7.564859,1,0.00029856,6.02
430,7.548358,1,0.00029831,6.03
440,7.612137,1,0.00029804,6.04
450,7.635296,1,0.00029775,6.08
460,7.621023,1,0.00029744,6.1
470,7.556131,1,0.00029711,6.56
480,7.604045,2,0.00029676,6.35
490,7.540763,1,0.00029639,7.33
500,7.591187,1,0.000296,10.49
510,7.600944,1,0.00029559,20.91
520,7.612224,1,0.00029516,7.26
530,7.572439,1,0.00029471,7.61
540,7.567426,1,0.00029424,7.49
550,7.629534,1,0.00029375,7.44
560,7.588868,2,0.00029324,7.26
570,7.642021,1,0.00029271,7.47
580,7.606336,1,0.00029217,7.64
590,7.607667,1,0.0002916,7.56
600,7.617794,2,0.00029101,7.53
610,7.569051,2,0.00029041,8.06
620,7.574918,1,0.00028979,7.75
630,7.574204,1,0.00028914,7.94
640,7.567106,2,0.00028848,7.65
650,7.616273,1,0.0002878,7.71
660,7.603536,1,0.0002871,7.54
670,7.59242,2,0.00028639,7.41
680,7.651381,2,0.00028565,7.57
690,7.536847,1,0.0002849,7.57
700,7.557852,2,0.00028412,7.67
710,7.539639,2,0.00028333,7.42
720,7.555795,2,0.00028252,7.45
730,7.596775,1,0.0002817,7.47
740,7.661537,1,0.00028085,7.46
750,7.570193,1,0.00027999,7.24
760,7.548425,1,0.00027911,7.19
770,7.54029,1,0.00027821,7.3
780,7.511724,1,0.0002773,7.16
790,7.534044,1,0.00027637,7.34
800,7.65645,1,0.00027542,7.18
810,7.501362,2,0.00027445,7.14
820,7.57265,2,0.00027347,7.24
830,7.633839,1,0.00027247,7.21
840,7.582633,1,0.00027146,7.2
850,7.587725,2,0.00027042,7.12
860,7.548611,1,0.00026937,7.1
870,7.64643,1,0.00026831,7.46
880,7.555702,1,0.00026723,7.01
890,7.594744,2,0.00026613,7.21
900,7.561112,1,0.00026502,7.31
910,7.546647,1,0.00026389,7.03
920,7.608088,2,0.00026275,7.04
930,7.510401,1,0.00026159,7.14
940,7.510809,2,0.00026041,7.14
950,7.527725,2,0.00025923,7.12
960,7.564838,1,0.00025802,7.25
970,7.499849,1,0.0002568,7.17
980,7.597097,2,0.00025557,7.18
990,7.577676,2,0.00025432,7.27
1000,7.521992,1,0.00025306,7.2
1010,7.500462,2,0.00025179,19.24
1020,7.554092,1,0.0002505,7.95
1030,7.572523,1,0.0002492,7.51
1040,7.558492,1,0.00024788,7.6
1050,7.571254,1,0.00024655,7.92
1060,7.582538,2,0.00024521,7.42
1070,7.536868,1,0.00024385,7.56
1080,7.537951,1,0.00024249,7.45
1090,7.533511,1,0.00024111,7.54
1100,7.533158,2,0.00023971,7.65
1110,7.567721,1,0.00023831,7.26
1120,7.561082,2,0.00023689,7.31
1130,7.597212,2,0.00023546,7.16
1140,7.57257,1,0.00023402,7.33
1150,7.523702,1,0.00023257,7.14
1160,7.472824,1,0.00023111,7.57
1170,7.558343,1,0.00022964,7.15
1180,7.516472,1,0.00022815,7.52
1190,7.545114,1,0.00022666,7.32
1200,7.510552,1,0.00022515,7.17
1210,7.554643,1,0.00022364,7.16
1220,7.552051,1,0.00022211,7.11
1230,7.588606,1,0.00022057,7.17
1240,7.560372,1,0.00021903,7.39
1250,7.560446,1,0.00021748,7.18
1260,7.499764,2,0.00021591,7.2
1270,7.561553,1,0.00021434,7.15
1280,7.464231,1,0.00021276,7.02
1290,7.517933,1,0.00021117,7.22
1300,7.525827,1,0.00020957,7.29
1310,7.556721,2,0.00020797,7.27
1320,7.566933,2,0.00020635,7.24
1330,7.576984,1,0.00020473,7.15
1340,7.532532,1,0.0002031,7.18
1350,7.529237,1,0.00020147,7.27
1360,7.519611,1,0.00019982,7.27
1370,7.531522,1,0.00019817,7.23
1380,7.496083,1,0.00019652,7.27
1390,7.490472,1,0.00019486,7.2
1400,7.576218,2,0.00019319,7.46
1410,7.515052,2,0.00019151,7.35
1420,7.566871,1,0.00018983,7.37
1430,7.53815,2,0.00018815,7.41
1440,7.5102,1,0.00018646,7.74
1450,7.535986,2,0.00018476,8.85
1460,7.508296,1,0.00018306,8.31
1470,7.54037,1,0.00018136,7.8
1480,7.577278,2,0.00017965,7.77
1490,7.499828,1,0.00017794,7.76
1500,7.571163,2,0.00017622,7.68
1510,7.555693,1,0.0001745,19.47
1520,7.456474,2,0.00017278,8.04
1530,7.491739,1,0.00017105,7.64
1540,7.454564,1,0.00016932,7.36
1550,7.551777,1,0.00016759,7.29
1560,7.545216,1,0.00016585,7.12
1570,7.554358,2,0.00016412,7.63
1580,7.446162,2,0.00016238,7.08
1590,7.556292,1,0.00016064,7.21
1600,7.505392,1,0.0001589,7.14
1610,7.520479,1,0.00015715,7.13
1620,7.558361,1,0.00015541,6.88
1630,7.608094,2,0.00015366,7.08
1640,7.510066,1,0.00015192,7.07
1650,7.498739,1,0.00015017,6.89
1660,7.538863,1,0.00014843,7.1
1670,7.470433,1,0.00014668,6.87
1680,7.501267,1,0.00014494,7.03
1690,7.514738,1,0.0001432,6.77
1700,7.517055,1,0.00014145,7.0
1710,7.511907,1,0.00013971,6.89
1720,7.45379,1,0.00013797,6.89
1730,7.512607,1,0.00013623,6.96
1740,7.505185,1,0.00013449,6.91
1750,7.452775,2,0.00013276,6.96
1760,7.550637,2,0.00013103,7.08
1770,7.53538,1,0.0001293,6.96
1780,7.567525,2,0.00012757,7.55
1790,7.55542,1,0.00012585,7.45
1800,7.477936,2,0.00012412,7.05
1810,7.545401,2,0.00012241,7.33
1820,7.5634,1,0.00012069,7.49
1830,7.541784,2,0.00011898,7.12
1840,7.615811,1,0.00011728,7.1
1850,7.49098,1,0.00011558,7.15
1860,7.525153,1,0.00011388,7.1
1870,7.528289,1,0.00011219,7.17
1880,7.553551,1,0.0001105,7.13
1890,7.53439,1,0.00010882,7.13
1900,7.564743,1,0.00010715,7.17
1910,7.543353,1,0.00010548,7.27
1920,7.449438,1,0.00010381,7.23
1930,7.457227,2,0.00010216,7.14
1940,7.518037,1,0.00010051,7.19
1950,7.507277,1,9.886e-05,7.25
1960,7.485735,1,9.722e-05,7.04
1970,7.489124,1,9.559e-05,7.08
1980,7.462236,1,9.397e-05,7.04
1990,7.432958,1,9.236e-05,7.05
2000,7.494104,1,9.075e-05,6.99
2010,7.49551,1,8.915e-05,17.53
2020,7.499433,1,8.756e-05,7.03
2030,7.51016,1,8.598e-05,6.8
2040,7.470349,1,8.44e-05,7.12
2050,7.485823,1,8.284e-05,6.88
2060,7.519257,1,8.128e-05,6.88
2070,7.497078,1,7.973e-05,6.93
2080,7.601076,2,7.82e-05,6.93
2090,7.468389,1,7.667e-05,6.9
2100,7.477091,1,7.515e-05,6.91
2110,7.505662,2,7.364e-05,7.1
2120,7.51528,1,7.215e-05,6.97
2130,7.505791,2,7.066e-05,6.96
2140,7.464531,2,6.918e-05,6.97
2150,7.487336,1,6.772e-05,7.1
2160,7.478006,1,6.627e-05,6.94
2170,7.500997,1,6.482e-05,8.65
2180,7.514041,1,6.339e-05,6.9
2190,7.501614,2,6.197e-05,7.07
2200,7.5035,1,6.057e-05,6.96
2210,7.51371,1,5.917e-05,7.17
2220,7.464068,1,5.779e-05,6.9
2230,7.499623,1,5.642e-05,7.73
2240,7.550136,2,5.506e-05,7.49
2250,7.481294,1,5.372e-05,7.37
2260,7.427723,1,5.238e-05,7.59
2270,7.484464,1,5.107e-05,7.39
2280,7.497833,2,4.976e-05,7.29
2290,7.481178,1,4.847e-05,7.55
2300,7.544183,2,4.719e-05,7.37
2310,7.456554,2,4.593e-05,7.71
2320,7.493815,2,4.468e-05,7.21
2330,7.515023,1,4.344e-05,7.07
2340,7.47627,1,4.222e-05,7.07
2350,7.537359,1,4.101e-05,7.02
2360,7.47995,1,3.982e-05,7.03
2370,7.45729,1,3.865e-05,7.22
2380,7.44716,2,3.748e-05,6.95
2390,7.472109,1,3.634e-05,7.01
2400,7.520704,1,3.521e-05,7.0
2410,7.501185,1,3.409e-05,7.01
2420,7.488149,2,3.299e-05,6.93
2430,7.524381,1,3.191e-05,7.1
2440,7.470736,2,3.084e-05,7.01
2450,7.480706,2,2.979e-05,6.96
2460,7.440898,1,2.875e-05,6.95
2470,7.466365,1,2.773e-05,7.01
2480,7.472398,1,2.673e-05,6.97
2490,7.444553,1,2.574e-05,6.92
2500,7.465966,1,2.477e-05,7.1
2510,7.516175,2,2.382e-05,17.75
2520,7.483292,1,2.289e-05,6.87
2530,7.492834,1,2.197e-05,7.32
2540,7.50464,1,2.107e-05,6.92
2550,7.529228,1,2.018e-05,7.29
2560,7.478122,2,1.932e-05,7.12
2570,7.49919,1,1.847e-05,7.24
2580,7.544756,2,1.764e-05,6.98
2590,7.506384,1,1.683e-05,7.21
2600,7.482114,1,1.603e-05,7.02
2610,7.49364,1,1.526e-05,7.03
2620,7.49836,2,1.45e-05,7.07
2630,7.542205,1,1.376e-05,7.42
2640,7.533828,1,1.304e-05,7.56
2650,7.449495,1,1.234e-05,7.39
2660,7.505003,2,1.165e-05,7.23
2670,7.525587,1,1.099e-05,7.51
2680,7.487784,2,1.034e-05,7.4
2690,7.542283,1,9.71e-06,7.36
2700,7.455893,1,9.11e-06,7.65
2710,7.478838,2,8.52e-06,7.23
2720,7.530854,1,7.95e-06,7.23
2730,7.475385,2,7.4e-06,7.26
2740,7.458965,1,6.86e-06,7.24
2750,7.449112,1,6.35e-06,7.15
2760,7.51421,2,5.86e-06,7.14
2770,7.47813,1,5.39e-06,6.93
2780,7.482504,1,4.93e-06,7.08
2790,7.423584,2,4.5e-06,7.35
2800,7.521625,1,4.08e-06,7.55
2810,7.47259,1,3.69e-06,6.76
2820,7.517316,1,3.31e-06,7.29
2830,7.511328,1,2.96e-06,6.9
2840,7.485784,1,2.62e-06,6.9
2850,7.47766,2,2.31e-06,6.96
2860,7.497268,2,2.01e-06,6.79
