step,train_loss,bits_used,lr,elapsed_s
10,10.122181,1,5.4e-06,8.0
20,9.793988,1,1.14e-05,7.68
30,9.330296,1,1.74e-05,7.65
40,9.033937,2,2.34e-05,7.77
50,8.827311,1,2.94e-05,7.74
60,8.665526,2,3.54e-05,7.78
70,8.488305,2,4.14e-05,7.82
80,8.441793,1,4.74e-05,7.9
90,8.228848,2,5.34e-05,8.2
100,8.121997,1,5.94e-05,7.97
110,8.000559,1,6.54e-05,7.91
120,7.887359,2,7.14e-05,7.89
130,7.843687,1,7.74e-05,7.85
140,7.795942,1,8.34e-05,8.08
150,7.675402,1,8.94e-05,7.77
160,7.664178,1,9.54e-05,8.01
170,7.641314,2,0.0001014,8.21
180,7.61306,1,0.0001074,8.06
190,7.635208,1,0.0001134,7.91
200,7.580953,2,0.0001194,7.85
210,7.583071,1,0.0001254,8.13
220,7.512703,1,0.0001314,7.9
230,7.52933,1,0.0001374,7.94
240,7.658669,1,0.0001434,7.87
250,7.546641,1,0.0001494,7.91
260,7.569181,2,0.0001554,7.94
270,7.585453,1,0.0001614,7.93
280,7.597269,1,0.0001674,7.86
290,7.590168,1,0.0001734,8.33
300,7.578353,1,0.0001794,8.18
310,7.584851,1,0.0001854,8.04
320,7.565199,1,0.0001914,7.93
330,7.577623,1,0.0001974,7.88
340,7.584072,1,0.0002034,8.05
350,7.632634,1,0.0002094,7.87
360,7.600231,1,0.0002154,7.84
370,7.589455,1,0.0002214,7.76
380,7.604476,2,0.0002274,7.64
390,7.610415,2,0.0002334,7.84
400,7.52006,1,0.0002394,7.78
410,7.565623,1,0.0002454,7.73
420,7.610391,1,0.0002514,7.66
430,7.60671,1,0.0002574,7.27
440,7.512856,1,0.0002634,7.25
450,7.601643,2,0.0002694,7.17
460,7.585956,1,0.0002754,7.75
470,7.669301,1,0.0002814,7.94
480,7.553199,1,0.0002874,7.82
490,7.634585,1,0.0002934,7.91
500,7.564146,1,0.0002994,7.68
510,7.602401,1,0.0003,35.69
520,7.594382,2,0.0003,8.09
530,7.614956,1,0.00029999,7.84
540,7.6091,2,0.00029999,7.71
550,7.579183,1,0.00029998,7.77
560,7.601172,2,0.00029997,7.92
570,7.5893,2,0.00029996,7.84
580,7.566051,2,0.00029995,7.93
590,7.576874,1,0.00029994,7.83
600,7.528103,2,0.00029992,7.8
610,7.677825,2,0.0002999,7.82
620,7.591198,1,0.00029988,7.75
630,7.568705,1,0.00029986,8.05
640,7.563434,2,0.00029984,7.69
650,7.589573,1,0.00029982,7.92
660,7.534262,1,0.00029979,8.4
670,7.60429,1,0.00029977,8.2
680,7.557334,1,0.00029974,8.03
690,7.568042,1,0.00029971,8.04
700,7.499994,1,0.00029968,7.86
710,7.559447,2,0.00029964,8.4
720,7.549959,2,0.00029961,8.19
730,7.63362,1,0.00029957,7.93
740,7.553809,1,0.00029953,7.89
750,7.593836,1,0.00029949,7.82
760,7.589514,1,0.00029945,7.98
770,7.589943,2,0.00029941,7.94
780,7.625773,2,0.00029936,7.91
790,7.556724,1,0.00029932,8.13
800,7.545577,2,0.00029927,8.03
810,7.518614,2,0.00029922,7.97
820,7.544027,2,0.00029917,8.0
830,7.539672,1,0.00029911,8.17
840,7.50447,1,0.00029906,7.97
850,7.559678,1,0.000299,8.08
860,7.574421,2,0.00029894,8.32
870,7.493797,1,0.00029888,8.19
880,7.595976,1,0.00029882,8.12
890,7.527015,1,0.00029876,7.86
900,7.585112,1,0.0002987,8.12
910,7.58315,1,0.00029863,8.2
920,7.54106,2,0.00029856,7.82
930,7.512927,1,0.00029849,7.36
940,7.550474,1,0.00029842,7.44
950,7.609827,1,0.00029835,7.3
960,7.549822,2,0.00029828,7.89
970,7.491637,1,0.0002982,7.85
980,7.604308,1,0.00029812,8.17
990,7.582144,2,0.00029804,7.9
1000,7.576363,1,0.00029796,8.06
1010,7.565803,1,0.00029788,35.39
1020,7.598778,1,0.0002978,7.94
1030,7.498992,1,0.00029771,8.12
1040,7.546142,1,0.00029762,7.91
1050,7.574731,1,0.00029753,7.88
1060,7.549954,1,0.00029744,8.32
1070,7.564588,2,0.00029735,8.06
1080,7.53217,1,0.00029726,8.0
1090,7.595173,1,0.00029716,8.06
1100,7.496449,1,0.00029707,7.95
1110,7.531904,1,0.00029697,7.92
1120,7.492046,2,0.00029687,8.12
1130,7.598695,1,0.00029677,7.86
1140,7.53578,2,0.00029666,8.03
