step,train_loss,bits_used,lr,elapsed_s
10,10.200472,1,5.4e-06,9.44
20,9.783064,1,1.14e-05,9.15
30,9.288625,1,1.74e-05,8.79
40,8.889509,1,2.34e-05,8.91
50,8.750555,1,2.94e-05,8.79
60,8.553691,1,3.54e-05,9.16
70,8.415825,1,4.14e-05,8.77
80,8.321163,1,4.74e-05,8.77
90,8.2606,1,5.34e-05,8.88
100,8.180082,1,5.94e-05,8.72
110,8.000351,1,6.54e-05,8.99
120,7.934979,1,7.14e-05,8.8
130,7.824547,1,7.74e-05,8.85
140,7.706967,1,8.34e-05,8.85
150,7.73219,1,8.94e-05,8.81
160,7.659784,1,9.54e-05,8.83
170,7.604429,1,0.0001014,8.8
180,7.508603,1,0.0001074,8.82
190,7.611087,1,0.0001134,8.83
200,7.558206,1,0.0001194,8.8
210,7.599021,1,0.0001254,8.83
220,7.608019,1,0.0001314,8.81
230,7.594811,1,0.0001374,8.87
240,7.578101,1,0.0001434,8.72
250,7.56986,1,0.0001494,8.75
260,7.565218,1,0.0001554,8.73
270,7.616873,1,0.0001614,8.75
280,7.563563,1,0.0001674,8.75
290,7.591886,1,0.0001734,9.28
300,7.587645,1,0.0001794,11.08
310,7.585073,1,0.0001854,10.08
320,7.6487,1,0.0001914,8.92
330,7.682192,1,0.0001974,8.77
340,7.578521,1,0.0002034,8.87
350,7.64023,1,0.0002094,9.03
360,7.517916,1,0.0002154,8.92
370,7.591854,1,0.0002214,9.01
380,7.616898,1,0.0002274,9.09
390,7.540734,1,0.0002334,9.76
400,7.636885,1,0.0002394,9.05
410,7.62177,1,0.0002454,8.84
420,7.564468,1,0.0002514,8.25
430,7.552832,1,0.0002574,8.12
440,7.612636,1,0.0002634,8.12
450,7.638251,1,0.0002694,8.43
460,7.623569,1,0.0002754,8.95
470,7.564461,1,0.0002814,8.84
480,7.611916,1,0.0002874,8.7
490,7.54991,1,0.0002934,8.83
500,7.598536,1,0.0002994,8.88
510,7.605037,1,0.0003,37.33
520,7.623586,1,0.0003,8.74
530,7.558836,1,0.00029999,8.85
540,7.622869,1,0.00029999,8.9
550,7.656912,1,0.00029998,8.75
560,7.564534,1,0.00029997,8.97
570,7.591287,1,0.00029996,8.76
580,7.622571,1,0.00029995,8.86
590,7.605863,1,0.00029994,8.89
600,7.608279,1,0.00029992,8.84
610,7.587894,1,0.0002999,8.9
620,7.590767,1,0.00029988,8.78
630,7.60305,1,0.00029986,8.86
640,7.580901,1,0.00029984,9.13
650,7.551363,1,0.00029982,8.8
660,7.599475,1,0.00029979,8.7
670,7.556742,1,0.00029977,8.87
680,7.590245,1,0.00029974,8.73
690,7.521247,1,0.00029971,8.91
700,7.559843,1,0.00029968,8.79
710,7.612058,1,0.00029964,8.82
720,7.56709,1,0.00029961,8.72
730,7.566032,1,0.00029957,8.77
740,7.644304,1,0.00029953,8.72
750,7.623767,1,0.00029949,8.68
760,7.583971,1,0.00029945,8.66
770,7.564832,1,0.00029941,8.97
780,7.58442,1,0.00029936,8.72
790,7.593135,1,0.00029932,8.9
800,7.64118,1,0.00029927,8.78
810,7.558383,1,0.00029922,8.86
820,7.561561,1,0.00029917,8.77
830,7.589834,1,0.00029911,8.77
840,7.569567,1,0.00029906,8.8
850,7.628272,1,0.000299,8.78
860,7.557599,1,0.00029894,8.58
870,7.614069,1,0.00029888,8.73
880,7.585686,1,0.00029882,8.87
890,7.568838,1,0.00029876,8.78
900,7.575528,1,0.0002987,8.84
910,7.544539,1,0.00029863,8.76
920,7.588503,1,0.00029856,8.35
930,7.541175,1,0.00029849,8.31
940,7.552497,1,0.00029842,8.12
950,7.480263,1,0.00029835,8.29
960,7.568944,1,0.00029828,9.32
970,7.539031,1,0.0002982,8.77
980,7.604502,1,0.00029812,8.91
990,7.602541,1,0.00029804,9.1
1000,7.474949,1,0.00029796,8.86
1010,7.533503,1,0.00029788,37.94
1020,7.511465,1,0.0002978,8.9
1030,7.60522,1,0.00029771,8.84
1040,7.523226,1,0.00029762,8.88
1050,7.540498,1,0.00029753,8.81
1060,7.588302,1,0.00029744,8.75
1070,7.5468,1,0.00029735,8.81
1080,7.512009,1,0.00029726,8.82
1090,7.55131,1,0.00029716,8.8
1100,7.505166,1,0.00029707,8.87
1110,7.52438,1,0.00029697,8.7
1120,7.551263,1,0.00029687,8.75
1130,7.584709,1,0.00029677,8.85
1140,7.546852,1,0.00029666,8.72
1150,7.568032,1,0.00029656,8.64
1160,7.554934,1,0.00029645,8.66
1170,7.605361,1,0.00029634,8.71
1180,7.516767,1,0.00029623,8.87
1190,7.556244,1,0.00029612,8.72
1200,7.536126,1,0.00029601,8.69
1210,7.535382,1,0.0002959,8.73
1220,7.55697,1,0.00029578,8.77
1230,7.578844,1,0.00029566,8.74
1240,7.549026,1,0.00029554,8.68
1250,7.575088,1,0.00029542,9.14
1260,7.540757,1,0.0002953,8.75
1270,7.585707,1,0.00029518,8.74
1280,7.455654,1,0.00029505,8.69
1290,7.5199,1,0.00029492,8.86
1300,7.492644,1,0.00029479,8.78
1310,7.573932,1,0.00029466,8.87
1320,7.566588,1,0.00029453,8.77
1330,7.602141,1,0.0002944,8.81
1340,7.565209,1,0.00029426,8.79
1350,7.562325,1,0.00029413,8.76
1360,7.46899,1,0.00029399,8.84
1370,7.523699,1,0.00029385,8.78
1380,7.476032,1,0.00029371,8.79
1390,7.518092,1,0.00029356,8.82
1400,7.580303,1,0.00029342,8.74
1410,7.467325,1,0.00029327,8.7
1420,7.516968,1,0.00029313,8.18
1430,7.521683,1,0.00029298,8.12
1440,7.534068,1,0.00029283,8.05
1450,7.53416,1,0.00029267,8.3
1460,7.550325,1,0.00029252,8.72
1470,7.511344,1,0.00029236,8.69
1480,7.589671,1,0.00029221,8.71
1490,7.491326,1,0.00029205,8.77
1500,7.491297,1,0.00029189,8.85
1510,7.606621,1,0.00029173,36.85
1520,7.433914,1,0.00029156,8.71
