step,train_loss,bits_used,lr,elapsed_s
10,10.120387,1,5.4e-06,4.76
20,9.756974,1,1.14e-05,4.54
30,9.26019,1,1.74e-05,4.56
40,8.962324,1,2.34e-05,4.55
50,8.728789,1,2.94e-05,4.55
60,8.606124,1,3.54e-05,4.55
70,8.468865,1,4.14e-05,4.56
80,8.367579,1,4.74e-05,4.55
90,8.273455,1,5.34e-05,4.55
100,8.099657,1,5.94e-05,4.55
110,8.007835,1,6.54e-05,4.54
120,7.908719,1,7.14e-05,4.55
130,7.814395,1,7.74e-05,4.55
140,7.790268,1,8.34e-05,4.56
150,7.670912,1,8.94e-05,4.55
160,7.600339,1,9.54e-05,4.56
170,7.6028,1,0.0001014,4.54
180,7.560303,1,0.0001074,4.56
190,7.60716,1,0.0001134,4.54
200,7.551246,1,0.0001194,4.56
210,7.603268,1,0.0001254,4.55
220,7.591825,1,0.0001314,4.54
230,7.534951,1,0.0001374,4.56
240,7.594771,1,0.0001434,4.54
250,7.611389,1,0.0001494,4.57
260,7.623053,1,0.0001554,4.54
270,7.605049,1,0.0001614,4.56
280,7.571621,1,0.0001674,4.54
290,7.590948,1,0.0001734,4.56
300,7.652271,1,0.0001794,4.54
310,7.622818,1,0.0001854,4.57
320,7.574037,1,0.0001914,4.55
330,7.54418,1,0.0001974,4.55
340,7.707242,1,0.0002034,4.56
350,7.629865,1,0.0002094,4.55
360,7.575224,1,0.0002154,4.56
370,7.57365,1,0.0002214,4.54
380,7.565217,1,0.0002274,4.57
390,7.616465,1,0.0002334,4.55
400,7.58683,1,0.0002394,4.57
410,7.614705,1,0.0002454,4.55
420,7.543739,1,0.0002514,4.56
430,7.616577,1,0.0002574,4.54
440,7.605523,1,0.0002634,4.55
450,7.635196,1,0.0002694,4.54
460,7.554101,1,0.0002754,4.54
470,7.604978,1,0.0002814,4.55
480,7.580608,1,0.0002874,4.55
490,7.662244,1,0.0002934,4.55
500,7.562945,1,0.0002994,4.53
510,7.611306,1,0.0003,18.02
520,7.597758,1,0.0003,4.54
530,7.566041,1,0.00029999,4.55
540,7.614623,1,0.00029999,4.55
550,7.632094,1,0.00029998,4.56
560,7.607073,1,0.00029997,4.53
570,7.579542,1,0.00029996,4.56
580,7.62856,1,0.00029995,4.54
590,7.586513,1,0.00029994,4.56
600,7.580511,1,0.00029992,4.56
610,7.547833,1,0.0002999,4.58
620,7.569976,1,0.00029988,4.55
630,7.587604,1,0.00029986,4.55
640,7.627676,1,0.00029984,4.56
650,7.61098,1,0.00029982,4.54
660,7.553847,1,0.00029979,4.56
670,7.538324,1,0.00029977,4.54
680,7.602602,1,0.00029974,4.55
690,7.584512,1,0.00029971,4.55
700,7.560316,1,0.00029968,4.55
710,7.606772,1,0.00029964,4.55
