timestamp_utc,campaign_status,memory_free_percent,swap_used_mb
2026-07-19T13:09:40.442187+00:00,running,21,2283.44
2026-07-19T13:10:40.650467+00:00,running,20,2282.38
2026-07-19T13:11:40.747920+00:00,running,18,2250.38
2026-07-19T13:12:40.942715+00:00,running,20,2220.06
2026-07-19T13:13:41.090299+00:00,running,22,2210.94
2026-07-19T13:14:41.157532+00:00,running,22,2202.94
2026-07-19T13:15:41.337563+00:00,running,19,2170.94
2026-07-19T13:16:41.525560+00:00,running,19,2191.56
2026-07-19T13:17:41.724670+00:00,running,22,2231.81
2026-07-19T13:18:41.844074+00:00,running,22,2199.81
2026-07-19T13:19:42.015520+00:00,running,21,2191.81
2026-07-19T13:20:42.175804+00:00,running,21,2183.81
2026-07-19T13:21:42.229951+00:00,running,22,2197.69
2026-07-19T13:22:42.366609+00:00,running,20,2195.69
2026-07-19T13:23:42.511899+00:00,running,20,2171.69
2026-07-19T13:24:42.589795+00:00,running,19,2167.62
2026-07-19T13:25:42.630828+00:00,running,18,2157.44
2026-07-19T13:26:42.673673+00:00,running,22,2198.0
2026-07-19T13:27:42.718576+00:00,running,20,2190.0
2026-07-19T13:28:42.763004+00:00,running,19,2174.0
2026-07-19T13:29:42.848375+00:00,running,19,2158.0
2026-07-19T13:30:42.979167+00:00,running,20,2196.69
2026-07-19T13:31:43.147553+00:00,running,19,2164.69
2026-07-19T13:32:43.313371+00:00,running,18,2215.12
2026-07-19T13:33:43.511155+00:00,running,19,2272.62
2026-07-19T13:34:43.723240+00:00,running,21,2313.62
2026-07-19T13:35:43.821126+00:00,running,20,2305.62
2026-07-19T13:36:43.976414+00:00,running,19,2340.75
2026-07-19T13:37:44.067608+00:00,running,19,2353.25
2026-07-19T13:38:44.135527+00:00,running,20,2388.0
2026-07-19T13:39:44.169494+00:00,running,20,2372.0
2026-07-19T13:40:44.362048+00:00,running,20,2364.0
2026-07-19T13:41:44.482215+00:00,running,18,2286.69
2026-07-19T13:42:44.630053+00:00,running,17,2296.81
2026-07-19T13:43:44.813521+00:00,running,19,2310.5
2026-07-19T13:44:44.928117+00:00,running,19,2302.5
2026-07-19T13:45:45.068730+00:00,running,19,2298.5
2026-07-19T13:46:45.197550+00:00,running,18,2295.56
2026-07-19T13:47:45.256155+00:00,running,21,2340.38
2026-07-19T13:48:45.391902+00:00,running,20,2316.38
2026-07-19T13:49:45.454210+00:00,running,20,2292.38
2026-07-19T13:50:45.622023+00:00,running,20,2300.75
2026-07-19T13:51:45.777706+00:00,running,18,2284.75
2026-07-19T13:52:45.958033+00:00,running,19,2314.94
2026-07-19T13:53:46.126958+00:00,running,20,2290.94
2026-07-19T13:54:46.301690+00:00,running,18,2282.94
2026-07-19T13:55:46.346087+00:00,running,20,2323.81
2026-07-19T13:56:46.385936+00:00,running,23,2395.25
2026-07-19T13:57:46.484314+00:00,running,18,2363.25
2026-07-19T13:58:46.642687+00:00,running,20,2339.25
2026-07-19T13:59:46.742863+00:00,running,21,2339.25
2026-07-19T14:00:46.911272+00:00,running,20,2307.25
2026-07-19T14:01:46.948252+00:00,running,20,2320.06
2026-07-19T14:02:47.048489+00:00,running,18,2304.06
2026-07-19T14:03:47.103905+00:00,running,19,2280.06
2026-07-19T14:04:47.248266+00:00,running,20,2456.44
2026-07-19T14:05:47.345664+00:00,running,22,2398.38
2026-07-19T14:06:47.483976+00:00,running,18,2334.38
2026-07-19T14:07:47.686420+00:00,running,19,2317.06
2026-07-19T14:08:47.798761+00:00,running,19,2312.06
2026-07-19T14:09:47.908055+00:00,running,19,2320.06
2026-07-19T14:10:47.943867+00:00,running,22,2370.69
2026-07-19T14:11:48.026411+00:00,running,21,2346.69
2026-07-19T14:12:48.137702+00:00,running,18,2331.69
2026-07-19T14:13:48.339419+00:00,running,20,2310.44
2026-07-19T14:14:48.520940+00:00,running,22,2365.56
2026-07-19T14:15:48.647575+00:00,running,19,2330.75
2026-07-19T14:16:48.869335+00:00,running,18,2368.31
2026-07-19T14:17:49.028844+00:00,running,18,2329.0
2026-07-19T14:18:49.181015+00:00,running,20,2366.25
2026-07-19T14:19:49.358327+00:00,running,21,2350.56
2026-07-19T14:20:49.531936+00:00,running,18,2318.56
2026-07-19T14:21:49.671315+00:00,running,19,2325.44
2026-07-19T14:22:49.706675+00:00,running,18,2312.31
2026-07-19T14:23:49.802388+00:00,running,21,2397.31
2026-07-19T14:24:49.980212+00:00,running,21,2357.31
2026-07-19T14:25:50.125386+00:00,running,20,2317.31
2026-07-19T14:26:50.282751+00:00,running,18,2306.38
2026-07-19T14:27:50.419979+00:00,running,19,2334.69
2026-07-19T14:28:50.594657+00:00,running,22,2386.69
2026-07-19T14:29:50.655325+00:00,running,22,2362.69
2026-07-19T14:30:50.805771+00:00,running,18,2223.69
2026-07-19T14:31:50.977674+00:00,running,19,2257.56
2026-07-19T14:32:51.041861+00:00,running,21,2325.56
2026-07-19T14:33:51.103275+00:00,running,21,2301.56
2026-07-19T14:34:51.256250+00:00,running,19,2237.56
2026-07-19T14:35:51.466996+00:00,running,20,2276.69
2026-07-19T14:36:51.665696+00:00,running,21,2289.62
2026-07-19T14:37:51.808243+00:00,running,21,2265.62
2026-07-19T14:38:51.939446+00:00,running,20,2225.62
2026-07-19T14:39:52.023773+00:00,running,19,2217.62
2026-07-19T14:40:52.119321+00:00,running,18,2210.5
2026-07-19T14:41:52.200968+00:00,running,22,2280.69
2026-07-19T14:42:52.388390+00:00,running,21,2256.69
2026-07-19T14:43:52.563530+00:00,running,21,2232.69
2026-07-19T14:44:52.604610+00:00,running,20,2216.69
2026-07-19T14:45:52.786709+00:00,running,20,2242.0
2026-07-19T14:46:52.973572+00:00,running,19,2307.25
2026-07-19T14:47:53.055176+00:00,running,18,2294.5
