step,train_loss,bits_used,lr,elapsed_s
10,10.062765,16,5.4e-06,4.54
20,9.620478,16,1.14e-05,4.46
30,9.093498,16,1.74e-05,4.43
40,8.86142,16,2.34e-05,4.43
50,8.698567,16,2.94e-05,4.42
60,8.581072,16,3.54e-05,4.42
70,8.405505,16,4.14e-05,4.48
80,8.396787,16,4.74e-05,4.41
90,8.215478,16,5.34e-05,4.45
100,8.147922,16,5.94e-05,4.4
110,8.012844,16,6.54e-05,4.54
120,7.91911,16,7.14e-05,4.53
130,7.778244,16,7.74e-05,4.72
140,7.754131,16,8.34e-05,4.48
150,7.628332,16,8.94e-05,4.45
160,7.602448,16,9.54e-05,4.51
170,7.578388,16,0.0001014,4.42
180,7.526895,16,0.0001074,4.45
190,7.609146,16,0.0001134,4.43
200,7.547612,16,0.0001194,4.54
210,7.593921,16,0.0001254,4.42
220,7.570906,16,0.0001314,4.49
230,7.541032,16,0.0001374,4.46
240,7.529576,16,0.0001434,4.49
250,7.545729,16,0.0001494,4.44
260,7.5765,16,0.0001554,4.44
270,7.562503,16,0.0001614,4.5
280,7.569952,16,0.0001674,4.39
290,7.633851,16,0.0001734,4.46
300,7.630623,16,0.0001794,4.42
310,7.552948,16,0.0001854,4.51
320,7.567427,16,0.0001914,4.41
330,7.580451,16,0.0001974,4.45
340,7.650993,16,0.0002034,4.5
350,7.576998,16,0.0002094,4.55
360,7.634387,16,0.0002154,4.51
370,7.631458,16,0.0002214,4.48
380,7.604273,16,0.0002274,4.56
390,7.568953,16,0.0002334,4.49
400,7.601785,16,0.0002394,4.54
410,7.664677,16,0.0002454,4.42
420,7.596388,16,0.0002514,4.44
430,7.61905,16,0.0002574,4.41
440,7.525312,16,0.0002634,4.4
450,7.633048,16,0.0002694,4.49
460,7.574313,16,0.0002754,4.44
470,7.597406,16,0.0002814,4.48
480,7.648134,16,0.0002874,4.43
490,7.665955,16,0.0002934,4.49
500,7.601598,16,0.0002994,4.43
510,7.551251,16,0.0003,16.11
520,7.553913,16,0.0003,4.39
530,7.615068,16,0.00029999,4.51
540,7.6058,16,0.00029999,4.41
550,7.564978,16,0.00029998,4.45
560,7.587789,16,0.00029997,4.41
570,7.493201,16,0.00029996,4.45
580,7.629272,16,0.00029995,4.46
590,7.607431,16,0.00029994,4.39
600,7.563304,16,0.00029992,4.51
610,7.63018,16,0.0002999,4.38
620,7.625121,16,0.00029988,4.59
630,7.598535,16,0.00029986,4.47
640,7.580939,16,0.00029984,4.57
650,7.599976,16,0.00029982,4.51
660,7.622855,16,0.00029979,4.44
670,7.575678,16,0.00029977,4.45
680,7.570614,16,0.00029974,4.39
690,7.611656,16,0.00029971,4.48
700,7.552884,16,0.00029968,4.4
710,7.57549,16,0.00029964,4.52
720,7.583729,16,0.00029961,4.5
730,7.603013,16,0.00029957,4.49
740,7.641489,16,0.00029953,4.45
750,7.565298,16,0.00029949,4.48
760,7.575982,16,0.00029945,4.59
770,7.55946,16,0.00029941,4.43
780,7.552553,16,0.00029936,4.51
790,7.611707,16,0.00029932,4.41
800,7.578839,16,0.00029927,4.51
810,7.531023,16,0.00029922,4.42
820,7.582098,16,0.00029917,4.44
830,7.585822,16,0.00029911,4.41
840,7.619505,16,0.00029906,4.45
850,7.571467,16,0.000299,4.48
860,7.591766,16,0.00029894,4.47
870,7.63307,16,0.00029888,4.54
880,7.572885,16,0.00029882,4.44
890,7.604037,16,0.00029876,4.55
900,7.567881,16,0.0002987,4.44
910,7.555325,16,0.00029863,4.47
920,7.547798,16,0.00029856,4.42
930,7.527506,16,0.00029849,4.47
940,7.57897,16,0.00029842,4.44
950,7.522482,16,0.00029835,4.43
960,7.519204,16,0.00029828,4.52
970,7.550079,16,0.0002982,4.4
980,7.611606,16,0.00029812,4.5
990,7.576207,16,0.00029804,4.41
1000,7.551869,16,0.00029796,4.43
1010,7.488161,16,0.00029788,15.95
1020,7.599549,16,0.0002978,4.47
1030,7.61412,16,0.00029771,4.44
1040,7.579414,16,0.00029762,4.43
1050,7.549783,16,0.00029753,4.41
1060,7.590652,16,0.00029744,4.39
1070,7.535871,16,0.00029735,4.45
1080,7.546745,16,0.00029726,4.39
1090,7.584451,16,0.00029716,4.44
1100,7.584522,16,0.00029707,4.39
1110,7.536445,16,0.00029697,4.52
1120,7.500017,16,0.00029687,4.41
1130,7.527736,16,0.00029677,4.51
1140,7.534319,16,0.00029666,4.52
1150,7.558289,16,0.00029656,4.47
1160,7.496751,16,0.00029645,4.49
1170,7.569228,16,0.00029634,4.38
1180,7.511656,16,0.00029623,4.44
1190,7.518945,16,0.00029612,4.38
1200,7.504052,16,0.00029601,4.46
1210,7.576086,16,0.0002959,4.42
1220,7.595389,16,0.00029578,4.42
1230,7.514503,16,0.00029566,4.43
1240,7.547302,16,0.00029554,4.42
1250,7.50807,16,0.00029542,4.44
1260,7.530195,16,0.0002953,4.4
1270,7.541916,16,0.00029518,4.53
1280,7.533937,16,0.00029505,4.41
1290,7.56202,16,0.00029492,4.5
1300,7.568925,16,0.00029479,4.41
1310,7.511215,16,0.00029466,4.47
1320,7.541133,16,0.00029453,4.45
1330,7.596928,16,0.0002944,4.43
1340,7.571963,16,0.00029426,4.47
1350,7.546034,16,0.00029413,4.4
1360,7.6076,16,0.00029399,4.59
1370,7.536893,16,0.00029385,4.41
1380,7.533685,16,0.00029371,4.49
1390,7.555573,16,0.00029356,4.42
1400,7.528098,16,0.00029342,4.49
1410,7.487785,16,0.00029327,4.59
1420,7.526204,16,0.00029313,4.46
1430,7.622115,16,0.00029298,4.56
1440,7.50575,16,0.00029283,4.41
1450,7.553759,16,0.00029267,4.51
1460,7.547421,16,0.00029252,4.41
1470,7.477521,16,0.00029236,4.54
1480,7.482745,16,0.00029221,4.65
1490,7.505994,16,0.00029205,4.58
1500,7.567574,16,0.00029189,4.68
1510,7.51495,16,0.00029173,16.63
1520,7.506948,16,0.00029156,4.46
1530,7.552672,16,0.0002914,4.48
1540,7.54147,16,0.00029123,4.47
1550,7.520536,16,0.00029106,4.49
1560,7.601735,16,0.0002909,4.42
1570,7.506691,16,0.00029072,4.44
1580,7.542917,16,0.00029055,4.44
1590,7.50377,16,0.00029038,4.42
1600,7.544354,16,0.0002902,4.48
1610,7.590962,16,0.00029003,4.42
1620,7.517201,16,0.00028985,4.47
1630,7.572833,16,0.00028967,4.41
1640,7.525671,16,0.00028948,4.48
1650,7.513914,16,0.0002893,4.49
1660,7.54249,16,0.00028912,4.54
1670,7.511901,16,0.00028893,4.51
1680,7.564797,16,0.00028874,4.42
1690,7.5007,16,0.00028855,4.51
1700,7.574861,16,0.00028836,4.39
1710,7.555239,16,0.00028817,4.44
1720,7.501281,16,0.00028798,4.42
1730,7.579438,16,0.00028778,4.44
1740,7.460036,16,0.00028758,4.41
1750,7.592954,16,0.00028739,4.42
1760,7.53863,16,0.00028719,4.45
1770,7.494284,16,0.00028698,4.42
1780,7.625085,16,0.00028678,4.47
1790,7.556622,16,0.00028658,4.42
1800,7.462824,16,0.00028637,4.46
1810,7.522393,16,0.00028616,4.43
1820,7.530605,16,0.00028596,4.44
1830,7.550999,16,0.00028575,4.43
1840,7.534807,16,0.00028553,4.46
1850,7.529265,16,0.00028532,4.49
1860,7.531705,16,0.00028511,4.42
1870,7.47037,16,0.00028489,4.44
1880,7.5516,16,0.00028467,4.41
1890,7.550262,16,0.00028445,4.46
1900,7.511909,16,0.00028423,4.4
1910,7.564856,16,0.00028401,4.54
1920,7.512531,16,0.00028379,4.49
1930,7.484119,16,0.00028356,4.41
1940,7.595885,16,0.00028333,4.5
1950,7.489096,16,0.00028311,4.42
1960,7.550215,16,0.00028288,4.54
1970,7.610011,16,0.00028265,4.42
1980,7.486827,16,0.00028241,4.48
1990,7.495893,16,0.00028218,4.47
2000,7.510252,16,0.00028194,4.47
2010,7.568464,16,0.00028171,15.66
2020,7.468261,16,0.00028147,4.52
2030,7.56058,16,0.00028123,4.61
2040,7.494969,16,0.00028099,4.45
2050,7.483194,16,0.00028075,4.46
2060,7.449463,16,0.0002805,4.42
2070,7.546854,16,0.00028026,4.47
2080,7.45439,16,0.00028001,4.41
2090,7.472585,16,0.00027976,4.5
2100,7.587991,16,0.00027951,4.46
2110,7.540519,16,0.00027926,4.52
2120,7.546726,16,0.00027901,4.45
2130,7.555314,16,0.00027876,4.46
2140,7.458746,16,0.0002785,4.44
2150,7.540666,16,0.00027824,4.44
2160,7.539014,16,0.00027799,4.48
2170,7.522266,16,0.00027773,4.42
2180,7.506653,16,0.00027747,4.49
2190,7.548908,16,0.0002772,4.45
2200,7.546145,16,0.00027694,4.49
2210,7.543115,16,0.00027668,4.43
2220,7.490717,16,0.00027641,4.47
2230,7.576795,16,0.00027614,4.53
