step,train_loss,bits_used,lr,elapsed_s
10,10.065929,16,9e-06,5.06
20,9.378668,16,1.9e-05,4.83
30,8.925524,16,2.9e-05,5.09
40,8.726783,16,3.9e-05,5.27
50,8.55189,16,4.9e-05,5.36
60,8.396759,16,5.9e-05,5.21
70,8.220457,16,6.9e-05,5.44
80,8.125909,16,7.9e-05,6.52
90,7.916856,16,8.9e-05,5.2
100,7.795242,16,9.9e-05,4.96
110,7.693333,16,0.000109,4.93
120,7.630884,16,0.000119,4.94
130,7.662726,16,0.000129,5.06
140,7.643339,16,0.000139,5.0
150,7.58436,16,0.000149,4.96
160,7.626727,16,0.000159,4.99
170,7.627709,16,0.000169,4.74
180,7.599846,16,0.000179,5.01
190,7.65639,16,0.000189,4.78
200,7.602876,16,0.000199,5.12
210,7.612542,16,0.000209,5.17
220,7.534646,16,0.000219,5.06
230,7.552903,16,0.000229,4.9
240,7.686829,16,0.000239,4.97
250,7.570495,16,0.000249,4.99
260,7.59726,16,0.000259,4.88
270,7.610073,16,0.000269,5.01
280,7.620634,16,0.000279,4.99
290,7.608705,16,0.000289,4.99
300,7.606445,16,0.000299,4.99
310,7.600773,16,0.00029999,5.06
320,7.581408,16,0.00029996,5.11
330,7.595074,16,0.00029991,4.8
340,7.594685,16,0.00029985,5.07
350,7.648399,16,0.00029976,4.93
360,7.609914,16,0.00029965,5.07
370,7.594508,16,0.00029952,5.08
380,7.611222,16,0.00029937,4.63
390,7.615172,16,0.0002992,4.85
400,7.516319,16,0.00029901,5.44
410,7.560611,16,0.0002988,4.98
420,7.606161,16,0.00029856,5.03
430,7.598851,16,0.00029831,5.12
440,7.503024,16,0.00029804,4.91
450,7.592972,16,0.00029775,4.98
460,7.57486,16,0.00029744,4.96
470,7.656074,16,0.00029711,5.05
480,7.537486,16,0.00029676,5.2
490,7.621133,16,0.00029639,5.31
500,7.542787,16,0.000296,4.7
510,7.559975,16,0.00029559,11.61
520,7.584044,16,0.00029516,5.21
530,7.609977,16,0.00029471,4.97
540,7.604962,16,0.00029424,4.8
550,7.57392,16,0.00029375,4.6
